documents,author
"_Kung-sun Ch'ao_, xix. 22, asks, 'Where did Confucius get his learning?' _Kung-yeh Ch'ang_, a disciple of Confucius; v. 1, married to Confucius's daughter, though he had been in prison. _K'ang_, x. 11: _see_ Chi K'ang. _K'uang_, ix. 5; xi. 22, a place where the Master was affrighted. _K'ung Ch'iu_, xviii. 6, Confucius's name in Chinese. His style was Chung-ni. _K'ung-wen_, the posthumous title of K'ung Yü, a lord of Wei; v. 14, why he was styled cultured. _Lao_, a disciple of Confucius, name Ch'in Lao, style Tzu-k'ai; ix. 6, quotes the Master's saying that he learned a trade. _Li_, xi. 7, Confucius's son: _see_ Po-yü. _Li_, xx. 1 = T'ang, whom see. _Liao_, the duke's uncle; xiv. 38, a man of Lu, slanders Tzu-lu. _Liao_, xviii. 9, bandmaster of Lu, went to Ts'ai. _Lin Fang_, iii. 4, a man of Lu, asks what gives life to ceremony; iii. 6, he and Mount T'ai. _Ling_, Duke of Wei, the husband of Nan-tzu (vi. 26), reigned 533-492 B.C.; xiv. 20, his wickedness; xv. 1, asks",Confucius
"about the line of battle. _Liu-hsia Hui_, flourished about 600 B.C.: _see_ note to xv. 13; xv. 13, Tsang Wen would not stand by him; xviii. 2, was thrice dismissed when judge; xviii. 8, bent his will and shamed the body. _Lu_, the native state of Confucius, iii. 23, v. 2, vi. 22, ix. 14, xi. 13, iii. 7, xiv. 15. _Lu_, Duke of, xviii. 10, the son of the Duke of Chou. _Meng_, or _Meng-sun_, one of the three great families that were all-powerful in Lu. _Meng_, xviii. 3, the head of the Meng clan, Meng Yi. _Meng_, the, xix. 19, makes Yang Fu criminal judge. _Meng Chih-fan_, vi. 13, a lord of Lu, never bragged. _Meng Ching_, son of Meng Wu, a lord of Lu; viii. 4, comes to ask after the dying Tseng-tzu. _Meng Chuang_, xix. 18, head of the Meng clan, his piety. _Meng Kung-ch'o_ head of the Meng clan, minister of Lu; xiv. 12, not fit to be minister of T'eng or Hsieh; xiv. 13, his greedlessness. _Meng",Confucius
"Wu_, posthumous name of Meng Hsi, a lord of Lu, son of Meng Yi; ii. 6, told that his parents are concerned for his health; v. 7, asks whether certain disciples have love. _Meng Yi_, the posthumous name of Ho-chi, head of the Meng-sun, or Chung-sun, clan in Lu: a contemporary of Confucius; ii. 5, asks the duty of a son; xviii. 3, Ching, Duke of Ch'i, would set him below Confucius. _Mien_, xv. 41, a blind music-master of Lu, comes to see Confucius. _Min Tzu-ch'ien_, a disciple of Confucius, name Min Sun, style Tzu-ch'ien; vi. 7, would rather cross the Wen than be governor of Pi; xi. 2, was of noble life; xi. 4, how good a son he was! xi. 12, his winning strength; xi. 13, does not talk, but what he says hits the mark. _Nan Jung_, a disciple of Confucius; v. 1, given Confucius's niece as wife; xi. 5, would thrice repeat _The Sceptre White_. _Nan-kung Kuo_, a disciple of Confucius, style Tzu-jung, perhaps the same man as",Confucius
"Nan Jung; xiv. 6, how he prizes worth. _Nan-tzu_, wife of Ling, Duke of Wei, a dissolute woman; vi. 26, Confucius sees her. _Ning Wu_, posthumous title of Ning Yü, a lord of Wei; v. 20, such simplicity as his is beyond our reach. _Pi_, a town of Lu, belonging to the Chi; vi. 7, Min Tzu-ch'ien refuses the governorship of; xi. 24, Tzu-kao made governor of; xvi. 1, Chuan-yü is strong and close to Pi; xvii. 5, held in rebellion by Kung-shan Fu-jao. _Pi Hsi_, governor of Chung-mou in Chin for the family of Chao; xvii. 7, summons Confucius. _Pi-kan_, uncle of the tyrant Chou (reigned 1154-22 B.C.), last of the house of Yin; xviii. 1, died for his reproofs. _Pien_, xiv. 10, a town in Lu given to Kuan Chung. _Po_, the, xiv. 10, a lord of Ch'i. Duke Huan takes from him the town of Pien and gives it to Kuan Chung. _Po-kuo_, xviii. 11, an officer of Chou. _Po-niu_, a disciple of Confucius, name Jan Keng, style Po-niu, born",Confucius
"544 B.C.; vi. 8, why should he die of such an illness? _Po-ta_, xviii. 11, an officer of Chou. _Po-yi_, elder brother of Shu-ch'i, lived in twelfth century B.C.; _see_ note to v. 22; v. 22, never recalled past wickedness; vii. 14, did not rue the past; xvi. 12, men still sound his praises; xviii. 8, would not bend the will. _Po-yü_, Confucius's son; xi. 7, buried without an outer coffin; xvi. 13, told by his father to study poetry and courtesy; xvii. 10, asked whether he had done the Chou-nan. _P'eng_, vii. 1, a man of the Shang dynasty: Confucius likens himself to him. _P'i Shen_, xiv. 9, a lord of Cheng, who drafted the decrees. _Shang_, the name of Tzu-hsia, whom see. _Shao_, the music of the time of Shun; iii. 25, its beauty; vii. 13, after hearing it the Master knew not the taste of meat for three months; xv. 10, choose for music the Shao and its dance. _Shao Hu_, a man of Ch'i: _see_ note to xiv. 17;",Confucius
"xiv. 17, died with the young duke Chiu. _Shao-lien_, a man supposed to have belonged to the savage tribes of eastern China; xviii. 8, he shamed the body. _Shao-nan_, xvii. 10, the second book of the _Book of Poetry_. _She_, a district in Ch'u. _She_, Duke of, vii. 18, asks Tzu-lu about Confucius, and is not answered; xiii. 16, asks about government; xiii. 18, says in his home an upright son bears witness against his father. _Shen_, the name of Tseng-tzu, whom see. _Shen Ch'ang_, a disciple of Confucius, style Tzu-chou; v. 10, is passionate, cannot be firm. _Shih_, xi. 15 = Tzu-chang, whom see. _Shih-men_, a pass on the frontier of Ch'i; xiv. 41, Tzu-lu spends a night there. _Shih-shu_, xiv. 9, a lord of Cheng, criticised the decrees. _Shou-yang_, xvi. 12, a mountain: Po-yi and Shu-Ch'i died at its foot. _Shu-ch'i_, younger brother of Po-yi, whom see. _Shu-hsia_, xviii. 11, an officer of Chou. _Shu-sun Wu-shu_, chief of the Shu-sun, Meng-sun, or Meng family, one of the three great houses of",Confucius
"Lu, who controlled the state; xix. 23, says Tzu-kung is greater than Confucius; xix. 24, decries Confucius. _Shu-yeh_, xviii. 11, an officer of Chou. _Shun_, an emperor, successor of Yao (reigned 2255-05 B.C.); vi. 28, still yearned to treat all with bounty; viii. 18, it was sublime how he swayed the world and made light of it; viii. 20, had five ministers, and order reigned; xii. 22, raised Kao-yao, and evil vanished; xiv. 45, still struggled to bring peace to all men; xv. 4, ruled doing nothing; xx. 1, his instructions from Yao on coming to the throne. _Ssu-ma Niu_, a disciple of Confucius, name Ssu-ma Keng, style Tzu-niu, a brother of Huan T'ui; xii. 3, asks what is love; xii. 4, asks what is a gentleman; xii. 5, his sorrow at having no brothers. _Sung_, a state, iii. 9, vi. 14. _Ta-hsiang_, ix. 2, a village: a man from, says Confucius has made no name. _Tan-t'ai Mieh-ming_, a disciple of Confucius, style Tzu-yü; vi. 12, would not take a short cut. _Tien_,",Confucius
"xi. 25 = Tseng Hsi, whom see. _Ting_, Duke, ruler of Lu, whilst Confucius was in office, reigned 509-495 B.C.; iii. 19, asks how kings should treat ministers; xiii. 15, asks whether any one saying can bless a kingdom. _Tsai Wo_, a disciple of Confucius, name Tsai Yü, style Tzu-wo, died 480 B.C.; iii. 21, explains what trees were planted round the shrines of guardian spirits; v. 9, slept in the daytime; vi. 24, asks whether a man who loves would go down a well; xi. 2, was a talker; xvii. 21, thought one year's mourning enough. _Tsai Yü_: see Tsai Wo. _Tsang Wen_, a minister of Lu; v. 17, lodged his tortoise in a sculptured house; xv. 13, filched his post. _Tsang Wu-chung_, a minister of Lu, in the time of Confucius's father; xiv. 13, his wisdom; xiv. 15, forces his king's hand. _Tseng Hsi_, a disciple of Confucius, name Tseng Tien, style Hsi, the father of Tseng-tzu; xi. 25, the Master sides with him in his wish. _Tseng-tzu_ (the Master, or",Confucius
"philosopher Tseng), a disciple of Confucius, name Tseng Shen, style Tzu-yü, born in Lu, 505 B.C., died 437 B.C.; i. 4, questions himself thrice daily; i. 9, tells how to revive the good in men; iv. 15, says Master's teaching hangs on faithfulness and fellow-feeling; viii. 3, when sick tells his disciples to uncover his feet and arms; viii. 4, says when man must die his words are good; viii. 5, when we can, to ask those that cannot; viii. 6, says a man is a gentleman if no crisis can corrupt him; viii. 7, says a knight had need be strong and bold; xi. 17, is dull; xii. 24, says a gentleman gathers friends by culture; xiv. 28, says a gentleman is bent on keeping his place; xix. 16, says Tzu-chang is so magnificent; xix. 17, says man shows what is in him in mourning a near one; xix. 18, says Meng Chuang in not changing his father's rule is hard to rival; xix. 19, tells Yang Fu not to be puffed",Confucius
"with joy. _Tso Ch'iu-ming_, v. 24, an ancient, his view of what is shameful. _Tung Meng_, or _East Meng_, a mountain in Lu, at the foot of which lay the small state of Chuan-yü, whose ruler had the right to sacrifice to the mountain, xvi. 1. _Tzu-chang_, a disciple of Confucius, name Chuan-sun Shih, style Tzu-chang, born 504 B.C.; ii. 18, told how pay comes; ii. 23, told how far the future can be known; v. 18, asks whether Tzu-wen had love; xi. 15, goes too far; xi. 17, is smooth; xi. 19, asks the way of a good man; xii. 6, asks what is insight; xii. 10, asks how to raise the mind; xii. 14, asks what is kingcraft; xii. 20, asks what is eminence; xiv. 43, asks what is meant by Kao-tsung not speaking for three years; xv. 5, asks how to get on; xv. 41, asks, 'Is this the way to treat a music-master?'; xvii. 6, asks what is love; xix. 1, defines a knight; xix. 2, says goodness blindly",Confucius
"clutched is nought; xix. 3, asked about friendship by Tzu-hsia's disciples; xix. 15, Tzu-yu thinks him void of love; xix. 16, his magnificence; xx. 2, asks how men should be governed. _Tzu-chien_, a disciple of Confucius, name Fu Pu-ch'i, style Tzu-chien; v. 2, what a gentleman he is! _Tzu-ch'an_, chief minister of Cheng in the time of Confucius; v. 15, the four things that marked him a gentleman; xiv. 9, gave the final touches to the decrees; xiv. 10, a kind-hearted man. _Tzu-ch'in_, a disciple of Confucius, name Ch'en K'ang, style Tzu-ch'in, or Tzu-k'ang, born 512 B.C.; i. 10, asks how the Master learns how lands are governed; xvi. 13, asks whether Po-yü had heard anything uncommon from his father; xix. 25, says the Master is no greater than Tzu-kung. _Tzu-fu Ching-po_, minister to the Chi; xiv. 38, has strength to expose Liao's body in the market-place; xix. 23, tells Tzu-kung that Shu-sun thinks him greater than Confucius. _Tzu-hsi_, xiv. 10, chief minister to the state of Ch'u. He refused to be appointed",Confucius
"successor to the throne in place of the true heir; but did not oppose his master's faults, and prevented him employing Confucius. _Tzu-hsia_, a disciple of Confucius, name Pu Shang, style Tzu-hsia, born 507 B.C.; i. 7, says a man who knows how to do his duty is learned; ii. 8, told that a son's manner is of importance; iii. 8, the Master can talk of poetry to him; vi. 11, told to read to become a gentleman; xi. 2, was a man of culture; xi. 15, does not go far enough; xii. 5, says all within the four seas are brethren; xii. 22, says Shun raised Kao-yao, and evil vanished; xiii. 17, when governor of Chü-fu asks how to rule; xix. 3, says cling to worthy friends; xix. 4, says small ways end in mire; xix. 5, says he who recalls each day his faults is fond of learning; xix. 6, says in wide learning and singleness of aim love is found; xix. 7, says through study a gentleman reaches truth; xix.",Confucius
"8, says the vulgar gloss their faults; xix. 9, says a gentleman alters thrice; xix. 10, says a gentleman will not lay on burdens before he is trusted; xix. 11, says if we keep within the bounds of honour, we may ignore propriety; xix. 12, says, Should a gentleman's training bewilder him?; xix. 13, says a scholar with his spare strength should serve the crown. _Tzu-hua_: _see_ Kung-hsi Hua. _Tzu-kao_, xi. 24: _see_ Ch'ai. _Tzu-kung_, a disciple of Confucius, name Tuan-mu Tz'u, style Tzu-kung, born 520 B.C.; i. 10, tells how the Master learns about government; i. 15, asks were it well to be poor but no flatterer; ii. 13, told that a gentleman sorts words to deeds; iii. 17, wishes to do away with sheep offering at new moon; v. 3, is a vessel; v. 8, cannot aspire to Yen Yüan; v. 11, wishes not to do unto others what he would not wish done to him; v. 12, not allowed to hear the Master on life or the Way of Heaven;",Confucius
"v. 14, asks why K'ung-wen was styled cultured; vi. 6, is intelligent, and so fit to govern; vi. 28, asks whether to treat the people with bounty were love; vii. 14, will ask the Master whether he is for the King of Wei; ix. 6, says the Master is many sided; ix. 12, asks whether a beautiful stone should be hidden away; xi. 2, was a talker; xi. 12, was fresh and frank; xi. 15, asks whether Shih or Shang is the better man; xi. 18, hoards up substance; xii. 7, asks what is kingcraft; xii. 8, says no team overtakes the tongue; xii. 23, asks about friends; xiii. 20, asks what is a good crown servant; xiii. 24, asks were it right for a man to be liked by all; xiv. 18, thinks Kuan Chung showed want of love; xiv. 31, would compare one man with another; xiv. 37, asks what the Master means by no man knowing him; xv. 2, thinks the Master a man who learns much; xv. 9,",Confucius
